"uav0000070_02088_s (AOS=0.0, TL=217)",,"uav0000070_04877_s (AOS=0.0, TL=332)",,"uav0000071_00816_s (AOS=0.0, TL=505)",,"uav0000071_01536_s (AOS=0.0, TL=481)",,"uav0000071_02520_s (AOS=0.0, TL=0)",,"uav0000072_02544_s (AOS=0.026951513083469644, TL=69)",,"uav0000072_03792_s (AOS=0.0, TL=0)",,"uav0000072_04680_s (AOS=0.0, TL=0)",,"uav0000072_06672_s (AOS=0.0, TL=0)",,"uav0000072_08448_s (AOS=0.0, TL=0)",,"uav0000076_00241_s (AOS=0.002140951475714305, TL=0)",,"uav0000080_01680_s (AOS=0.0681614763886783, TL=147)",,"uav0000084_00000_s (AOS=0.2042337560930491, TL=0)",,"uav0000084_00812_s (AOS=0.0, TL=0)",,"uav0000085_00000_s (AOS=4.086615287084724e-05, TL=0)",,"uav0000089_00920_s (AOS=0.09440746684132514, TL=183)",,"uav0000090_00276_s (AOS=0.0, TL=415)",,"uav0000090_01104_s (AOS=0.0, TL=737)",,"uav0000091_00460_s (AOS=0.10399369314778228, TL=98)",,"uav0000091_01035_s (AOS=0.39503256354537264, TL=208)",,"uav0000091_01288_s (AOS=0.05366354725228362, TL=154)",,"uav0000091_02530_s (AOS=0.0, TL=0)",,"uav0000099_02520_s (AOS=0.0, TL=1041)",,"uav0000107_01763_s (AOS=0.0, TL=0)",,"uav0000126_07915_s (AOS=0.0, TL=630)",,"uav0000144_01980_s (AOS=0.04564414338052968, TL=6)",,"uav0000144_03200_s (AOS=0.0220848100159242, TL=0)",,"uav0000147_00000_s (AOS=0.0, TL=0)",,"uav0000148_00840_s (AOS=0.0, TL=807)",,"uav0000149_00317_s (AOS=0.0, TL=2341)",,"uav0000159_00000_s (AOS=0.07960135286826928, TL=49)",,"uav0000160_00000_s (AOS=0.08658734673051158, TL=490)",,"uav0000169_00000_s (AOS=0.13657983207142027, TL=293)",,"uav0000170_00000_s (AOS=0.0, TL=0)",
IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors,IoUs,Center Errors
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.03367875647668394,15.811388300841896,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.03367875647668394,15.811388300841896,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.05721716514954486,16.278820596099706,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.05721716514954486,16.278820596099706,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.05721716514954486,16.278820596099706,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.06274509803921569,15.556349186104045,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0683311432325887,14.866068747318506,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.08689839572192513,14.142135623730951,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.09421265141318977,13.45362404707371,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.11522633744855967,12.727922061357855,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.11522633744855967,12.727922061357855,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.11522633744855967,12.727922061357855,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
